ds,mtd,rev,type,ytd
2017-01-04,726,197,income,11420
2017-01-04,79,15,railroad,1351
2017-01-04,21,10,excise,18734
2017-01-04,229,47,corporate,87443
2017-01-04,23,12,unemployment,797
2017-01-04,4,1,estate,202
2014-01-15,597,61,estate,5953
2014-01-15,97285,10781,income.withheld,608187
2014-01-15,5450,2832,income,9461
2014-01-15,204,7,railroad,1430
2014-01-15,3036,52,excise,21412
2014-01-15,9745,7135,corporate,87739
2014-01-15,181,54,unemployment,859
2014-01-15,18,2,estate,208
2015-04-03,141,31,estate,8834
2015-04-03,37999,10188,income.withheld,1174531
2015-04-03,1121,279,income,21770
2015-04-03,73,46,railroad,3356
2015-04-03,36,10,excise,38316
2015-04-03,244,54,corporate,157758
2015-04-03,32,13,unemployment,4909
2015-04-03,10,5,estate,848
2017-06-29,1541,156,estate,16469
2017-06-29,184948,3053,income.withheld,1807185
2017-06-29,13673,105,income,111691
2017-06-29,437,4,railroad,4441
2017-06-29,7073,2093,excise,58346
2017-06-29,59521,112,corporate,246315
2017-06-29,54,3,unemployment,7471
2017-06-29,48,2,estate,2392
2011-12-27,733,34,estate,2821
2011-12-27,138984,13636,income.withheld,410641
2011-12-27,813,55,income,2274
2011-12-27,311,25,railroad,1039
2011-12-27,3485,145,excise,14746
2011-12-27,50911,82,corporate,65001
2011-12-27,35,3,unemployment,608
2011-12-27,57,1,estate,97
2015-03-13,693,37,estate,7797
2015-03-13,106332,10974,income.withheld,1025002
2015-03-13,1227,111,income,18294
2015-03-13,284,20,railroad,2938
2015-03-13,3126,2149,excise,35028
2015-03-13,11889,7655,corporate,130070
2015-03-13,48,4,unemployment,4818
2015-03-13,27,1,estate,800
2014-06-05,276,115,estate,13171
2014-06-05,41872,2101,income.withheld,1448667
2014-06-05,283,79,income,54901
2014-06-05,86,1,railroad,3920
2014-06-05,65,16,excise,51223
2014-06-05,352,136,corporate,183880
2014-06-05,14,3,unemployment,7772
2014-06-05,7,1,estate,434
2010-10-21,286,22,estate,286
2010-10-21,99942,2215,income.withheld,99942
2010-10-21,623,10,income,623
2010-10-21,262,7,railroad,262
2010-10-21,1226,18,excise,1226
2010-10-21,8248,32,corporate,8248
2010-10-21,69,5,unemployment,69
2010-10-21,35,10,estate,35
2010-08-27,1177,35,estate,16717
2010-08-27,122995,4412,income.withheld,1516982
2010-08-27,284,13,income,16122
2010-08-27,356,9,railroad,4217
2010-08-27,6186,2044,excise,62669
2010-08-27,3609,33,corporate,218417
2010-08-27,609,1,unemployment,6685
2010-08-27,71,1,estate,2178
2014-11-28,1546,27,estate,3073
2014-11-28,163533,12360,income.withheld,332100
2014-11-28,1144,96,income,4275
2014-11-28,497,76,railroad,982
2014-11-28,7026,2079,excise,12538
2014-11-28,5381,41,corporate,16742
2014-11-28,51,3,unemployment,655
2014-11-28,177,1,estate,214
2017-06-14,637,45,estate,15565
2017-06-14,96048,8583,income.withheld,1718285
2017-06-14,5883,1752,income,103901
2017-06-14,206,6,railroad,4210
2017-06-14,3556,2219,excise,54829
2017-06-14,16181,9532,corporate,202975
2017-06-14,27,3,unemployment,7443
2017-06-14,25,3,estate,2368
2016-03-02,176,109,estate,8950
2016-03-02,32548,11922,income.withheld,993323
2016-03-02,476,149,income,24033
2016-03-02,58,15,railroad,2534
2016-03-02,30,9,excise,32076
2016-03-02,149,49,corporate,108610
2016-03-02,10,5,unemployment,4151
2016-03-02,6,4,estate,440
2014-01-28,1053,47,estate,6409
2014-01-28,164603,3107,income.withheld,675505
2014-01-28,6222,60,income,10233
2014-01-28,423,5,railroad,1648
2014-01-28,3986,357,excise,22362
2014-01-28,10233,23,corporate,88227
2014-01-28,456,55,unemployment,1134
2014-01-28,30,1,estate,220
2013-10-30,1656,118,estate,1656
2013-10-30,152211,6603,income.withheld,152211
2013-10-30,2007,19,income,2007
2013-10-30,370,4,railroad,370
2013-10-30,5095,187,excise,5095
2013-10-30,10096,31,corporate,10096
2013-10-30,166,35,unemployment,166
2013-10-30,54,1,estate,54
2015-08-14,659,119,estate,16952
2015-08-14,85009,8131,income.withheld,1928067
2015-08-14,607,65,income,90553
2015-08-14,217,18,railroad,5678
2015-08-14,3843,2447,excise,71565
2015-08-14,2352,1679,corporate,300797
2015-08-14,33,3,unemployment,9173
2015-08-14,30,1,estate,1343
2012-06-27,858,71,estate,10548
2012-06-27,129291,6276,income.withheld,1338170
2012-06-27,3635,22,income,34681
2012-06-27,335,3,railroad,3315
2012-06-27,4201,426,excise,53115
2012-06-27,57569,46,corporate,204665
2012-06-27,56,3,unemployment,6389
2012-06-27,35,1,estate,448
2014-12-29,1332,0,estate,4405
2014-12-29,190144,14309,income.withheld,522244
2014-12-29,1823,240,income,6098
2014-12-29,407,32,railroad,1389
2014-12-29,6299,2040,excise,18838
2014-12-29,86035,747,corporate,102777
2014-12-29,50,3,unemployment,705
2014-12-29,464,0,estate,678
2017-05-15,1145,44,estate,14154
2017-05-15,109098,16800,income.withheld,1533785
2017-05-15,1654,294,income,96836
2017-05-15,271,40,railroad,3737
2017-05-15,3394,183,excise,47940
2017-05-15,10118,7232,corporate,185905
2017-05-15,2523,5,unemployment,7379
2017-05-15,33,1,estate,2275
2016-08-05,356,87,estate,18388
2016-08-05,54167,6056,income.withheld,1958008
2016-08-05,398,67,income,104770
2016-08-05,119,21,railroad,5064
2016-08-05,414,38,excise,66999
2016-08-05,266,107,corporate,265344
2016-08-05,538,3,unemployment,8562
2016-08-05,13,1,estate,1135
2013-05-01,221,221,estate,12875
2013-05-01,20144,20144,income.withheld,1184876
2013-05-01,51,51,income,44134
2013-05-01,37,37,railroad,3147
2013-05-01,31,31,excise,44391
2013-05-01,38,38,corporate,162601
2013-05-01,49,49,unemployment,7033
2013-05-01,2,2,estate,427
2012-10-17,657,18,estate,657
2012-10-17,95358,6343,income.withheld,95358
2012-10-17,1151,334,income,1151
2012-10-17,245,3,railroad,245
2012-10-17,2618,11,excise,2618
2012-10-17,8370,53,corporate,8370
2012-10-17,59,5,unemployment,59
2012-10-17,15,1,estate,15
2015-09-09,365,55,estate,17916
2015-09-09,54132,3100,income.withheld,2073386
2015-09-09,1014,287,income,92528
2015-09-09,78,2,railroad,6078
2015-09-09,319,88,excise,75575
2015-09-09,1182,314,corporate,304235
2015-09-09,11,2,unemployment,9206
2015-09-09,13,0,estate,1377
2011-10-06,109,12,estate,109
2011-10-06,35348,2029,income.withheld,35348
2011-10-06,103,18,income,103
2011-10-06,73,4,railroad,73
2011-10-06,46,5,excise,46
2011-10-06,322,65,corporate,322
2011-10-06,12,3,unemployment,12
2011-10-06,2,1,estate,2
2015-06-22,861,51,estate,14483
2015-06-22,144044,14041,income.withheld,1627729
2015-06-22,9723,144,income,87618
2015-06-22,423,58,railroad,4757
2015-06-22,3572,32,excise,56567
2015-06-22,74215,52,corporate,285959
2015-06-22,48,3,unemployment,8257
2015-06-22,76,2,estate,1256
2010-05-10,371,59,estate,11851
2010-05-10,50054,8787,income.withheld,1041628
2010-05-10,128,36,income,13313
2010-05-10,154,65,railroad,2844
2010-05-10,217,122,excise,38399
2010-05-10,323,90,corporate,142133
2010-05-10,99,10,unemployment,5530
2010-05-10,14,3,estate,1985
2012-03-16,616,79,estate,5843
2012-03-16,108884,19125,income.withheld,859845
2012-03-16,723,58,income,7333
2012-03-16,210,33,railroad,2117
2012-03-16,2994,13,excise,32006
2012-03-16,27572,539,corporate,105672
2012-03-16,45,-3,unemployment,3203
2012-03-16,13,2,estate,189
2017-10-24,1287,106,estate,1287
2017-10-24,159383,1975,income.withheld,159383
2017-10-24,4981,100,income,4981
2017-10-24,353,1,railroad,353
2017-10-24,3416,55,excise,3416
2017-10-24,9698,26,corporate,9698
2017-10-24,94,7,unemployment,94
2017-10-24,33,1,estate,33
2014-07-18,741,21,estate,15009
2014-07-18,109887,9721,income.withheld,1687338
2014-07-18,768,41,income,62482
2014-07-18,321,32,railroad,4652
2014-07-18,3721,43,excise,61633
2014-07-18,9901,30,corporate,264180
2014-07-18,92,9,unemployment,7919
2014-07-18,25,1,estate,481
2017-08-22,939,99,estate,18932
2017-08-22,141460,1788,income.withheld,2154142
2017-08-22,1663,82,income,115794
2017-08-22,317,3,railroad,5335
2017-08-22,3827,49,excise,70025
2017-08-22,2667,18,corporate,259415
2017-08-22,87,1,unemployment,8417
2017-08-22,343,0,estate,2827
2018-01-29,2117,75,estate,7541
2018-01-29,223681,18294,income.withheld,840175
2018-01-29,17031,169,income,30070
2018-01-29,544,70,railroad,1892
2018-01-29,6123,1832,excise,27294
2018-01-29,8803,230,corporate,88018
2018-01-29,584,83,unemployment,1354
2018-01-29,93,11,estate,284
2010-06-11,499,49,estate,13255
2010-06-11,63115,6384,income.withheld,1181447
2010-06-11,309,115,income,14005
2010-06-11,181,18,railroad,3239
2010-06-11,798,207,excise,44704
2010-06-11,1983,968,corporate,151578
2010-06-11,27,2,unemployment,5620
2010-06-11,32,1,estate,2042
2011-03-07,36,5,estate,1410
2011-03-07,51139,15209,income.withheld,789014
2011-03-07,288,38,income,4892
2011-03-07,100,41,railroad,2146
2011-03-07,1239,12,excise,27351
2011-03-07,960,73,corporate,73567
2011-03-07,20,3,unemployment,2098
2011-03-07,8,2,estate,264
2010-04-29,3240,38,estate,11450
2010-04-29,131478,1871,income.withheld,983653
2010-04-29,8938,14,income,13170
2010-04-29,361,18,railroad,2680
2010-04-29,6071,2067,excise,38074
2010-04-29,32262,22,corporate,141771
2010-04-29,682,163,unemployment,2631
2010-04-29,62,2,estate,1969
2016-10-27,1179,34,estate,1179
2016-10-27,159941,2340,income.withheld,159941
2016-10-27,4726,71,income,4726
2016-10-27,395,0,railroad,395
2016-10-27,2718,209,excise,2718
2016-10-27,9841,35,corporate,9841
2016-10-27,130,18,unemployment,130
2016-10-27,51,0,estate,51
2013-03-15,525,12,estate,6102
2013-03-15,103021,12228,income.withheld,917583
2013-03-15,715,169,income,9180
2013-03-15,247,14,railroad,2412
2013-03-15,4222,57,excise,34456
2013-03-15,28921,21462,corporate,117401
2013-03-15,55,6,unemployment,3929
2013-03-15,34,1,estate,235
2017-05-31,1919,99,estate,14928
2017-05-31,197550,6167,income.withheld,1622237
2017-05-31,2836,119,income,98018
2017-05-31,538,49,railroad,4004
2017-05-31,6727,20,excise,51273
2017-05-31,11007,213,corporate,186794
2017-05-31,2561,7,unemployment,7417
2017-05-31,101,0,estate,2344
2014-05-20,1264,29,estate,12301
2014-05-20,112745,1717,income.withheld,1357292
2014-05-20,950,64,income,54195
2014-05-20,320,1,railroad,3674
2014-05-20,3611,20,excise,47918
2014-05-20,8051,44,corporate,182570
2014-05-20,120,3,unemployment,7724
2014-05-20,30,3,estate,417
2010-03-04,190,59,estate,7113
2010-03-04,38745,2246,income.withheld,726044
2010-03-04,170,15,income,3539
2010-03-04,79,4,railroad,1966
2010-03-04,1136,6,excise,26680
2010-03-04,1055,33,corporate,80647
2010-03-04,23,2,unemployment,1868
2010-03-04,7,-11,estate,319
2012-09-28,999,158,estate,14167
2012-09-28,133284,8312,income.withheld,1770712
2012-09-28,3991,51,income,39942
2012-09-28,347,24,railroad,4533
2012-09-28,9686,4809,excise,79427
2012-09-28,57651,224,corporate,276572
2012-09-28,34,3,unemployment,7255
2012-09-28,109,2,estate,629
2010-07-28,1264,66,estate,15369
2010-07-28,122641,5859,income.withheld,1385409
2010-07-28,316,19,income,15813
2010-07-28,361,4,railroad,3832
2010-07-28,3983,205,excise,54361
2010-07-28,9692,36,corporate,214733
2010-07-28,173,24,unemployment,5831
2010-07-28,34,2,estate,2100
2013-08-12,678,4,estate,17566
2013-08-12,67198,11382,income.withheld,1710095
2013-08-12,218,34,income,51050
2013-08-12,169,44,railroad,4681
2013-08-12,872,482,excise,65852
2013-08-12,544,89,corporate,243830
2013-08-12,35,2,unemployment,8257
2013-08-12,40,29,estate,700
2012-05-02,78,51,estate,8814
2012-05-02,23086,9491,income.withheld,1088958
2012-05-02,76,31,income,30390
2012-05-02,37,13,railroad,2657
2012-05-02,42,14,excise,42279
2012-05-02,64,35,corporate,139352
2012-05-02,64,12,unemployment,6248
2012-05-02,2,1,estate,389
2017-06-30,1608,67,estate,16536
2017-06-30,195640,10692,income.withheld,1817877
2017-06-30,13770,98,income,111788
2017-06-30,469,33,railroad,4473
2017-06-30,7136,63,excise,58409
2017-06-30,59676,155,corporate,246470
2017-06-30,60,5,unemployment,7476
2017-06-30,51,2,estate,2394
2010-10-05,137,43,estate,137
2010-10-05,30589,1649,income.withheld,30589
2010-10-05,65,23,income,65
2010-10-05,77,1,railroad,77
2010-10-05,38,13,excise,38
2010-10-05,723,36,corporate,723
2010-10-05,8,3,unemployment,8
2010-10-05,2,1,estate,2
2010-08-03,127,26,estate,15666
2010-08-03,23565,2559,income.withheld,1417553
2010-08-03,35,14,income,15872
2010-08-03,70,8,railroad,3931
2010-08-03,231,23,excise,56714
2010-08-03,376,346,corporate,215184
2010-08-03,553,9,unemployment,6629
2010-08-03,3,2,estate,2110
2011-05-13,152,7,estate,6421
2011-05-13,67794,6741,income.withheld,1106169
2011-05-13,295,64,income,24223
2011-05-13,185,12,railroad,2991
2011-05-13,2737,1872,excise,41910
2011-05-13,1565,907,corporate,128106
2011-05-13,2526,4,unemployment,5895
2011-05-13,35,-13,estate,1965
2015-05-07,653,135,estate,12551
2015-05-07,51381,2219,income.withheld,1365941
2015-05-07,424,66,income,76544
2015-05-07,119,3,railroad,3902
2015-05-07,142,40,excise,45893
2015-05-07,257,117,corporate,202640
2015-05-07,66,4,unemployment,8139
2015-05-07,35,22,estate,1123
2011-03-23,146,11,estate,1520
2011-03-23,134148,5555,income.withheld,872023
2011-03-23,792,34,income,5395
2011-03-23,278,3,railroad,2325
2011-03-23,3948,20,excise,30061
2011-03-23,23131,136,corporate,95738
2011-03-23,60,4,unemployment,2138
2011-03-23,42,2,estate,299
2013-01-09,457,65,estate,3752
2013-01-09,64801,6001,income.withheld,543363
2013-01-09,520,114,income,3604
2013-01-09,80,3,railroad,1208
2013-01-09,123,47,excise,19268
2013-01-09,635,69,corporate,74189
2013-01-09,57,11,unemployment,700
2013-01-09,10,1,estate,93
2013-06-24,869,36,estate,15050
2013-06-24,131644,12666,income.withheld,1458539
2013-06-24,4712,50,income,49824
2013-06-24,334,39,railroad,3928
2013-06-24,3794,47,excise,54878
2013-06-24,62760,52,corporate,233539
2013-06-24,298,2,unemployment,7432
2013-06-24,28,2,estate,523
2010-11-18,235,9,estate,593
2010-11-18,93460,1939,income.withheld,224761
2010-11-18,205,14,income,924
2010-11-18,249,3,railroad,615
2010-11-18,3280,14,excise,7701
2010-11-18,2948,36,corporate,11604
2010-11-18,409,1,unemployment,662
2010-11-18,32,0,estate,79
2016-05-16,816,83,estate,14265
2016-05-16,113918,23942,income.withheld,1473719
2016-05-16,1651,230,income,90249
2016-05-16,302,71,railroad,3787
2016-05-16,3470,105,excise,49172
2016-05-16,6461,5149,corporate,192820
2016-05-16,2364,5,unemployment,7557
2016-05-16,61,1,estate,684
2014-03-10,454,30,estate,8225
2014-03-10,77138,16659,income.withheld,950121
2014-03-10,596,84,income,11993
2014-03-10,200,78,railroad,2552
2014-03-10,220,139,excise,31249
2014-03-10,963,414,corporate,97913
2014-03-10,24,4,unemployment,4441
2014-03-10,12,1,estate,290
2013-02-08,285,3,estate,4744
2013-02-08,56980,6038,income.withheld,707585
2013-02-08,175,22,income,7897
2013-02-08,184,56,railroad,1780
2013-02-08,226,119,excise,25504
2013-02-08,1158,-42,corporate,84373
2013-02-08,237,12,unemployment,3794
2013-02-08,13,3,estate,146
2011-08-24,145,13,estate,6998
2011-08-24,117731,5360,income.withheld,1566217
2011-08-24,355,13,income,28172
2011-08-24,305,2,railroad,4252
2011-08-24,3059,56,excise,60253
2011-08-24,3318,69,corporate,195231
2011-08-24,637,2,unemployment,7024
2011-08-24,69,14,estate,2163
2010-02-19,828,73,estate,6632
2010-02-19,108532,6496,income.withheld,656243
2010-02-19,251,14,income,3256
2010-02-19,325,14,railroad,1755
2010-02-19,2629,13,excise,24015
2010-02-19,13679,76,corporate,78919
2010-02-19,764,3,unemployment,1826
2010-02-19,117,2,estate,355
2017-03-01,101,101,estate,8439
2017-03-01,28243,28243,income.withheld,1027565
2017-03-01,271,271,income,26663
2017-03-01,58,58,railroad,2513
2017-03-01,1141,1141,excise,31294
2017-03-01,65,65,corporate,102164
2017-03-01,6,6,unemployment,3834
2017-03-01,3,3,estate,391
2016-06-17,854,46,estate,15790
2016-06-17,116265,7473,income.withheld,1661988
2016-06-17,10203,236,income,101301
2016-06-17,268,14,railroad,4276
2016-06-17,3492,23,excise,55909
2016-06-17,62180,123,corporate,255517
2016-06-17,70,2,unemployment,7664
2016-06-17,325,276,estate,1045
2016-09-01,126,126,estate,19842
2016-09-01,16245,16245,income.withheld,2112995
2016-09-01,170,170,income,106599
2016-09-01,10,10,railroad,5498
2016-09-01,60,60,excise,74066
2016-09-01,119,119,corporate,269517
2016-09-01,2,2,unemployment,8602
2016-09-01,3,3,estate,1248
2016-01-07,274,130,estate,6347
2016-01-07,60664,3779,income.withheld,622981
2016-01-07,1249,162,income,10213
2016-01-07,52,3,railroad,1411
2016-01-07,63,22,excise,19247
2016-01-07,267,32,corporate,94930
2016-01-07,43,10,unemployment,835
2016-01-07,11,2,estate,296
2017-04-11,426,96,estate,10846
2017-04-11,79281,3230,income.withheld,1313459
2017-04-11,5909,1531,income,36916
2017-04-11,186,13,railroad,3198
2017-04-11,323,40,excise,37979
2017-04-11,2357,899,corporate,122880
2017-04-11,95,21,unemployment,4027
2017-04-11,1539,1,estate,2014
2012-07-23,779,42,estate,11421
2012-07-23,114919,11553,income.withheld,1462824
2012-07-23,448,25,income,35192
2012-07-23,285,42,railroad,3629
2012-07-23,3229,31,excise,58815
2012-07-23,8340,17,corporate,213106
2012-07-23,103,9,unemployment,6500
2012-07-23,25,1,estate,475
2011-08-19,121,7,estate,6974
2011-08-19,99951,7280,income.withheld,1548437
2011-08-19,293,17,income,28110
2011-08-19,261,11,railroad,4208
2011-08-19,2937,10,excise,60132
2011-08-19,3168,173,corporate,195081
2011-08-19,632,2,unemployment,7020
2011-08-19,64,-27,estate,2158
2016-11-07,358,110,estate,1653
2016-11-07,54619,14417,income.withheld,237446
2016-11-07,425,103,income,5390
2016-11-07,76,46,railroad,558
2016-11-07,131,25,excise,5597
2016-11-07,194,21,corporate,10128
2016-11-07,20,2,unemployment,663
2016-11-07,15,1,estate,69
2012-08-08,486,108,estate,12171
2012-08-08,49969,6416,income.withheld,1541890
2012-08-08,141,21,income,35484
2012-08-08,72,2,railroad,3835
2012-08-08,168,36,excise,62712
2012-08-08,248,18,corporate,213730
2012-08-08,29,2,unemployment,7181
2012-08-08,6,0,estate,493
2010-02-24,988,78,estate,6792
2010-02-24,129713,6462,income.withheld,677423
2010-02-24,317,12,income,3322
2010-02-24,418,3,railroad,1848
2010-02-24,2730,59,excise,24116
2010-02-24,14211,187,corporate,79451
2010-02-24,777,4,unemployment,1839
2010-02-24,72,1,estate,310
2015-11-16,967,58,estate,3037
2015-11-16,108014,23372,income.withheld,277029
2015-11-16,853,174,income,4989
2015-11-16,286,73,railroad,746
2015-11-16,4033,59,excise,9321
2015-11-16,4740,2112,corporate,14730
2015-11-16,400,4,unemployment,658
2015-11-16,38,18,estate,200
2010-12-24,236,5,estate,892
2010-12-24,131455,6095,income.withheld,401607
2010-12-24,476,13,income,1524
2010-12-24,300,32,railroad,1053
2010-12-24,3108,116,excise,13779
2010-12-24,46865,24,corporate,58990
2010-12-24,36,2,unemployment,717
2010-12-24,40,0,estate,131
2015-09-10,501,136,estate,18052
2015-09-10,60500,6368,income.withheld,2079755
2015-09-10,1434,420,income,92948
2015-09-10,126,49,railroad,6126
2015-09-10,898,579,excise,76153
2015-09-10,1955,773,corporate,305008
2015-09-10,13,2,unemployment,9208
2015-09-10,15,2,estate,1379
2015-01-16,815,47,estate,5439
2015-01-16,114391,16253,income.withheld,656774
2015-01-16,8326,610,income,14850
2015-01-16,289,81,railroad,1726
2015-01-16,3254,30,excise,22161
2015-01-16,9329,51,corporate,112773
2015-01-16,207,27,unemployment,933
2015-01-16,23,0,estate,703
2018-01-30,2192,76,estate,7617
2018-01-30,226541,2860,income.withheld,843035
2018-01-30,17204,173,income,30243
2018-01-30,550,6,railroad,1898
2018-01-30,6183,60,excise,27354
2018-01-30,9832,1029,corporate,89047
2018-01-30,718,134,unemployment,1488
2018-01-30,113,20,estate,304
2017-07-10,310,55,estate,16846
2017-07-10,71325,14977,income.withheld,1889201
2017-07-10,634,131,income,112422
2017-07-10,193,73,railroad,4666
2017-07-10,323,189,excise,58732
2017-07-10,371,161,corporate,246841
2017-07-10,29,6,unemployment,7505
2017-07-10,17,2,estate,2411
2016-12-06,252,114,estate,3115
2016-12-06,44167,2395,income.withheld,405758
2016-12-06,602,86,income,7396
2016-12-06,94,5,railroad,960
2016-12-06,51,12,excise,12394
2016-12-06,316,83,corporate,13890
2016-12-06,20,1,unemployment,712
2016-12-06,11,2,estate,113
2010-06-08,281,25,estate,13036
2010-06-08,49046,1495,income.withheld,1167378
2010-06-08,124,26,income,13820
2010-06-08,157,37,railroad,3214
2010-06-08,87,28,excise,43993
2010-06-08,479,97,corporate,150074
2010-06-08,20,2,unemployment,5613
2010-06-08,13,3,estate,2023
2010-01-25,1230,43,estate,5555
2010-01-25,120259,10759,income.withheld,527588
2010-01-25,1652,23,income,2957
2010-01-25,451,61,railroad,1533
2010-01-25,2941,96,excise,18878
2010-01-25,7746,36,corporate,64914
2010-01-25,192,19,unemployment,860
2010-01-25,37,1,estate,232
2013-06-19,684,203,estate,14865
2013-06-19,109846,8141,income.withheld,1436741
2013-06-19,4545,82,income,49657
2013-06-19,275,3,railroad,3869
2013-06-19,3700,32,excise,54784
2013-06-19,62491,52,corporate,233270
2013-06-19,291,3,unemployment,7425
2013-06-19,24,7,estate,518
2010-09-23,901,45,estate,17760
2010-09-23,106739,2202,income.withheld,1636210
2010-09-23,2098,13,income,18280
2010-09-23,254,3,railroad,4541
2010-09-23,3924,14,excise,66827
2010-09-23,52637,235,corporate,272090
2010-09-23,36,1,unemployment,6725
2010-09-23,49,2,estate,2229
2015-12-17,977,134,estate,4772
2015-12-17,118389,3728,income.withheld,464364
2015-12-17,1634,102,income,7301
2015-12-17,241,1,railroad,1154
2015-12-17,3314,12,excise,15939
2015-12-17,74025,148,corporate,90127
2015-12-17,68,1,unemployment,744
2015-12-17,30,1,estate,247
2014-07-01,32,32,estate,14299
2014-07-01,13487,13487,income.withheld,1590938
2014-07-01,78,78,income,61791
2014-07-01,51,51,railroad,4382
2014-07-01,20,20,excise,57932
2014-07-01,118,118,corporate,254398
2014-07-01,4,4,unemployment,7831
2014-07-01,1,1,estate,457
2010-07-15,719,34,estate,14825
2010-07-15,67223,4014,income.withheld,1329991
2010-07-15,177,51,income,15674
2010-07-15,190,6,railroad,3661
2010-07-15,3110,26,excise,53488
2010-07-15,7980,6259,corporate,213021
2010-07-15,62,13,unemployment,5720
2010-07-15,22,3,estate,2088
2011-02-03,20,5,estate,1198
2011-02-03,25692,1985,income.withheld,618676
2011-02-03,59,14,income,4182
2011-02-03,70,1,railroad,1629
2011-02-03,40,10,excise,21784
2011-02-03,174,74,corporate,68988
2011-02-03,103,14,unemployment,1928
2011-02-03,8,-2,estate,195
2014-01-31,1268,83,estate,6624
2014-01-31,184981,10161,income.withheld,695883
2014-01-31,6304,30,income,10315
2014-01-31,496,61,railroad,1721
2014-01-31,6364,290,excise,24740
2014-01-31,10467,42,corporate,88461
2014-01-31,3424,2722,unemployment,4103
2014-01-31,34,1,estate,224
2015-04-27,2889,148,estate,11583
2015-04-27,164721,15056,income.withheld,1301254
2015-04-27,55116,169,income,75766
2015-04-27,468,62,railroad,3752
2015-04-27,4662,471,excise,42942
2015-04-27,44613,33,corporate,202126
2015-04-27,416,67,unemployment,5293
2015-04-27,239,30,estate,1077
2013-10-29,1538,232,estate,1538
2013-10-29,145608,1806,income.withheld,145608
2013-10-29,1988,33,income,1988
2013-10-29,367,3,railroad,367
2013-10-29,4908,2327,excise,4908
2013-10-29,10065,28,corporate,10065
2013-10-29,131,14,unemployment,131
2013-10-29,53,3,estate,53
2017-01-20,1828,37,estate,6708
2017-01-20,153625,5459,income.withheld,731242
2017-01-20,12628,124,income,23321
2017-01-20,338,15,railroad,1610
2017-01-20,3140,25,excise,21853
2017-01-20,10023,191,corporate,97237
2017-01-20,292,28,unemployment,1066
2017-01-20,70,1,estate,268
2017-09-26,1435,75,estate,20980
2017-09-26,166762,2358,income.withheld,2369825
2017-09-26,14056,127,income,130623
2017-09-26,404,14,railroad,5904
2017-09-26,4256,80,excise,77710
2017-09-26,64368,47,corporate,324257
2017-09-26,37,2,unemployment,8467
2017-09-26,55,2,estate,2893
2012-12-12,513,61,estate,2724
2012-12-12,65538,7196,income.withheld,358345
2012-12-12,261,55,income,2221
2012-12-12,154,3,railroad,895
2012-12-12,679,396,excise,13720
2012-12-12,1814,812,corporate,15120
2012-12-12,19,2,unemployment,604
2012-12-12,10,1,estate,71
2017-11-20,1336,202,estate,2979
2017-11-20,139585,16717,income.withheld,334814
2017-11-20,1561,176,income,7126
2017-11-20,276,37,railroad,771
2017-11-20,3663,33,excise,11034
2017-11-20,3150,36,corporate,13474
2017-11-20,38,2,unemployment,665
2017-11-20,30,1,estate,130
2013-03-28,1063,102,estate,6640
2013-03-28,175753,2985,income.withheld,990316
2013-03-28,1515,113,income,9980
2013-03-28,434,6,railroad,2599
2013-03-28,5519,610,excise,35753
2013-03-28,32826,91,corporate,121305
2013-03-28,91,4,unemployment,3965
2013-03-28,47,4,estate,248
2014-12-30,1417,85,estate,4490
2014-12-30,194883,4739,income.withheld,526983
2014-12-30,1976,153,income,6252
2014-12-30,409,2,railroad,1391
2014-12-30,6346,47,excise,18884
2014-12-30,86237,202,corporate,102979
2014-12-30,55,5,unemployment,710
2014-12-30,465,1,estate,679
2010-04-14,905,164,estate,9115
2010-04-14,66991,5640,income.withheld,919167
2010-04-14,2691,1020,income,6923
2010-04-14,164,5,railroad,2482
2010-04-14,3124,2326,excise,35126
2010-04-14,5440,2319,corporate,114949
2010-04-14,137,19,unemployment,2087
2010-04-14,33,8,estate,1940
2011-11-02,116,55,estate,1118
2011-11-02,21119,9028,income.withheld,158691
2011-11-02,51,14,income,1089
2011-11-02,16,7,railroad,409
2011-11-02,41,16,excise,4652
2011-11-02,141,54,corporate,10123
2011-11-02,17,5,unemployment,541
2011-11-02,2,0,estate,15
2017-02-21,726,77,estate,7987
2017-02-21,152378,17974,income.withheld,947897
2017-02-21,1596,199,income,25665
2017-02-21,440,32,railroad,2267
2017-02-21,3385,27,excise,28257
2017-02-21,3928,151,corporate,101812
2017-02-21,197,6,unemployment,3807
2017-02-21,85,23,estate,375
2012-11-13,14,1,estate,861
2012-11-13,60188,11635,income.withheld,212678
2012-11-13,176,37,income,1614
2012-11-13,144,31,railroad,557
2012-11-13,944,667,excise,7311
2012-11-13,551,270,corporate,9267
2012-11-13,22,2,unemployment,541
2012-11-13,12,1,estate,31
2017-12-21,1193,80,estate,4821
2017-12-21,166580,5812,income.withheld,552679
2017-12-21,3001,236,income,10871
2017-12-21,303,6,railroad,1194
2017-12-21,3545,58,excise,17937
2017-12-21,61840,116,corporate,75642
2017-12-21,30,2,unemployment,705
2017-12-21,39,3,estate,181
2013-04-05,421,27,estate,7125
2013-04-05,45343,5447,income.withheld,1046518
2013-04-05,1046,283,income,11132
2013-04-05,64,13,railroad,2726
2013-04-05,53,11,excise,37676
2013-04-05,497,91,corporate,122053
2013-04-05,52,14,unemployment,4027
2013-04-05,20,1,estate,269
2012-01-13,433,69,estate,3513
